0	Car	HK	0-100	KM driven	KM/L	Price	Year	Doors	Motor
373	Nissan Qashqai	115.0	11.3	7	17.9	229900	2017	5.0	1.2
374	Citroën C3	90.0	13.3	55	21.7	84900	2011	5.0	1.6
375	Citroën C5	163.0	9.3	128	19.6	169800	2013	5.0	2.0
376	VW Passat	122.0	10.3	141	16.7	169800	2012	4.0	1.4
377	Opel Insignia	170.0	9.9	30	15.2	309900	2014	5.0	1.6
378	Mercedes ML320	224.0	8.6	317	10.4	220000	2009	5.0	3.0
379	Audi A3	125.0	10.2	26	18.9	339900	2016	2.0	1.4
380	Kia Ceed	100.0	13.1	4	20.0	189900	2017	5.0	1.0
381	Nissan X	130.0	11.0	25	18.9	299900	2016	5.0	1.6
382	Audi Q5	177.0	9.0	62	16.4	489900	2013	5.0	2.0
383	Audi A3	150.0	8.4	145	22.7	214000	2014	5.0	2.0
384	Audi A5	204.0	7.1	106	20.4	399800	2014	5.0	3.0
385	Peugeot 2008	92.0	11.5	83	25.0	144900	2014	5.0	1.6
386	Kia Venga	90.0	14.5	140	22.2	79800	2010	5.0	1.4
387	VW The	105.0	10.9	99	16.9	149800	2013	2.0	1.2
388	VW Polo	90.0	10.8	10	21.3	174900	2016	5.0	1.2
389	Volvo V70	136.0	10.6	100	22.2	289900	2013	5.0	2.0
390	Audi A3	150.0	8.2	73	21.3	229900	2015	5.0	1.4
391	BMW 430d	258.0	5.6	24	19.6	629800	2016	5.0	3.0
392	BMW X3	313.0	5.8	105	16.4	569900	2013	5.0	3.0
393	BMW 520i	184.0	7.9	117	15.6	399800	2013	4.0	2.0
394	Nissan Micra	65.0	16.3	216	16.9	7500	2004	3.0	1.2
395	Skoda Fabia	70.0	15.0	74	19.2	69900	2012	5.0	1.2
396	Mitsubishi Outlander	150.0	11.7	51	17.2	379900	2015	5.0	2.2
397	Opel Corsa	95.0	12.3	186	27.8	44900	2013	5.0	1.3
398	Ford C	163.0	9.8	67	17.9	174900	2012	5.0	2.0
399	VW Touran	105.0	12.8	81	21.7	229900	2014	5.0	1.6
400	Ford C	163.0	9.8	67	17.9	174900	2012	5.0	2.0
401	VW Touran	105.0	12.8	81	21.7	229900	2014	5.0	1.6
402	Audi A5	204.0	7.1	136	20.4	378800	2013	5.0	3.0
403	Citroën Grand	127.0	11.9	195	12.5	69900	2007	5.0	1.8
404	Toyota Yaris	100.0	11.8	1	19.92199619113573	199900	2018	5.0	1.5
405	Peugeot 208	68.0	13.5	53	26.3	99900	2012	5.0	1.4
406	Mazda CX	175.0	9.4	39	18.2	384900	2016	5.0	2.2
407	Mercedes E250	204.0	7.8	136	20.4	429900	2014	5.0	2.2
408	Hyundai i30	110.0	11.0	9	27.0	179000	2017	5.0	1.6
409	Ford Kuga	140.0	11.2	130	16.4	259800	2014	5.0	2.0
410	Opel Mokka	136.0	10.9	78	20.4	207000	2016	5.0	1.6
411	BMW 520d	163.0	10.266262975778547	279	18.9	209900	2011	5.0	2.0
412	Mercedes E220	194.0	8.0	6	19.2	749900	2017	5.0	2.0
413	Nissan Qashqai	130.0	10.5	0	22.7	299900	2017	5.0	1.6
414	BMW 116i	136.0	8.5	80	17.9	229800	2015	5.0	1.6
415	Citroën C4	112.0	11.2	122	26.3	99900	2012	5.0	1.6
416	Renault Kadjar	110.0	11.9	23	26.3	234900	2016	5.0	1.5
417	Audi Q5	170.0	9.9	123	14.3	349900	2011	5.0	2.0
418	Hyundai Tucson	115.0	13.7	8	21.7	284900	2017	5.0	1.7
419	Audi A4	220.0	7.8	165	10.3	150000	2004	2.0	3.0
420	Audi A1	86.0	11.9	87	19.6	169900	2013	5.0	1.2
421	Kia Picanto	67.0	14.3	2	23.8	108900	2017	5.0	1.0
422	Skoda Superb	140.0	10.8	170	18.2	169900	2013	5.0	2.0
423	Smart Forfour	71.0	16.9	26	23.8	84900	2015	5.0	1.0
424	VW Touran	140.0	9.9	158	20.8	189900	2014	5.0	2.0
425	VW Passat	150.0	8.9	14	21.7	379900	2017	5.0	2.0
426	Toyota Avensis	126.0	10.0	147	18.5	139900	2010	5.0	2.0
427	Nissan Qashqai	130.0	10.3	89	22.2	159900	2013	5.0	1.6
428	Mercedes CLS400	333.0	5.3	24	13.9	959900	2016	4.0	3.5
429	Land Rover	306.0	7.2	40	14.3	1099900	2016	5.0	3.0
430	Mercedes C220	170.0	7.6	13	22.7	549900	2015	5.0	2.2
431	Volvo V70	140.0	10.7	594	15.4	14500	2000	5.0	2.5
432	Mercedes C220	170.0	7.6	32	22.7	399900	2017	5.0	2.2
433	Toyota RAV4	152.0	10.6	129	11.6	159900	2006	5.0	2.0
434	Opel Astra	150.0	8.5	11	19.6	243000	2017	5.0	1.4
435	Nissan Qashqai	115.0	10.6	9	17.2	269900	2017	5.0	1.2
436	Hyundai i20	84.0	13.1	43	21.3	109500	2015	5.0	1.2
437	Ford Transit	85.0	10.266262975778547	30	12.7	264900	2010	5.0	2.2
438	Seat Ibiza	85.0	11.9	131	16.1	44900	2008	5.0	1.4
439	Audi A6	177.0	8.5	80	19.6	354900	2014	5.0	2.0
440	Skoda Octavia	150.0	8.1	19	19.2	259900	2018	5.0	1.4
441	Ford Galaxy	200.0	9.1	136	14.1	252000	2013	5.0	2.2
442	Suzuki Celerio	68.0	13.0	38	27.8	84800	2016	5.0	1.0
443	Renault Grand	110.0	10.266262975778547	8	25.0	269900	2017	5.0	1.5
444	Nissan Qashqai	115.0	10.6	17	17.2	254900	2017	5.0	1.2
445	Mercedes CLS350	258.0	6.5	18	18.2	879900	2016	4.0	3.0
446	VW Golf	125.0	9.1	33	19.2	219900	2017	5.0	1.4
447	Volvo V40	115.0	12.3	66	27.0	199900	2015	5.0	1.6
448	Audi A7	313.0	5.3	66	15.6	639900	2012	5.0	3.0
449	Nissan Qashqai	115.0	10.6	9	17.2	269900	2017	5.0	1.2
450	Audi Q3	170.0	7.8	83	13.0	329900	2014	5.0	2.0
451	Opel Astra	110.0	12.0	57	27.0	154000	2016	5.0	1.6
452	Mini Countryman	150.0	8.8	15	22.7	379900	2017	5.0	2.0
453	Nissan Qashqai	110.0	12.4	99	19.2	154900	2011	5.0	1.5
454	Peugeot 107	68.0	13.5	44	23.3	52800	2014	5.0	1.0
455	Hyundai Ioniq	141.0	10.8	7	19.92199619113573	224700	2017	5.0	1.6
456	Renault Megane	100.0	12.6	13	18.5	199900	2017	5.0	1.2
457	Audi S6	435.0	5.3	194	7.9	289800	2006	5.0	5.2
458	Audi A4	150.0	9.5	134	21.3	263900	2014	5.0	2.0
459	Seat Leon	150.0	8.6	113	24.4	189800	2015	5.0	2.0
460	Audi A5	190.0	7.9	8	23.3	549900	2018	5.0	2.0
461	Mercedes CLA200	136.0	9.2	38	24.4	349900	2016	5.0	2.2
462	Renault Kadjar	110.0	11.9	21	26.3	219700	2016	5.0	1.5
463	Peugeot 308	125.0	10.4	54	18.5	164900	2014	5.0	1.6
464	Opel Corsa	95.0	11.9	7	31.3	149000	2017	5.0	1.3
465	Opel Corsa	90.0	13.2	10	20.0	149900	2017	5.0	1.4
466	BMW 535d	313.0	5.5	78	17.5	549900	2013	4.0	3.0
467	Ford Focus	125.0	11.5	32	19.6	159400	2013	5.0	1.0
468	Fiat 500	85.0	11.0	69	25.0	69900	2012	3.0	0.9
469	Skoda Superb	150.0	8.9	1	19.6	389900	2017	5.0	1.4
470	Nissan Qashqai	130.0	9.9	11	21.7	289900	2017	5.0	1.6
471	Mercedes C180	120.0	10.5	99	20.8	219900	2014	4.0	2.2
472	Renault Megane	110.0	11.6	9	28.6	204900	2017	5.0	1.5
473	Renault Clio	75.0	14.3	104	27.8	94000	2014	5.0	1.5
474	BMW 535d	313.0	5.5	157	16.1	519900	2012	5.0	3.0
475	BMW 530d	245.0	6.4	156	15.9	299900	2010	5.0	3.0
476	Volvo V40	115.0	11.9	29	26.3	229900	2015	5.0	1.6
477	BMW 320i	184.0	7.6	88	16.9	319900	2014	4.0	2.0
478	VW Polo	90.0	10.8	17	21.3	179900	2017	5.0	1.2
479	VW Multivan	174.0	12.2	135	11.9	479900	2009	5.0	2.5
480	Renault Grand	110.0	10.266262975778547	16	25.0	265880	2017	5.0	1.5
481	Mercedes E220	170.0	8.8	225	17.2	239990	2011	4.0	2.2
482	Mercedes E400	333.0	5.3	51	14.5	599900	2015	4.0	3.5
483	Peugeot iOn	47.0	10.266262975778547	32	19.92199619113573	73000	2013	5.0	1.8356920684292384
484	Audi A8	350.0	5.5	100	13.5	699900	2013	4.0	4.2
485	Skoda Citigo	60.0	14.4	4	24.4	109900	2018	5.0	1.0
486	Opel Astra	136.0	9.6	10	25.6	269900	2017	5.0	1.6
487	Audi A6	204.0	7.2	103	17.2	459800	2012	5.0	3.0
488	VW Passat	110.0	11.7	82	20.4	129800	2009	4.0	2.0
489	VW Passat	120.0	10.2	56	24.4	259900	2015	5.0	1.6
490	Nissan Micra	80.0	13.9	96	16.9	49900	2010	5.0	1.2
491	BMW 530d	258.0	5.8	82	19.6	569900	2014	4.0	3.0
492	Mercedes GLC250	211.0	7.3	10	15.4	739900	2016	5.0	2.0
493	Audi Q5	245.0	6.5	126	15.6	469800	2014	5.0	3.0
494	Audi A7	320.0	5.2	12	16.4	899900	2015	5.0	3.0
495	Honda Civic	142.0	9.7	55	16.4	129900	2012	5.0	1.8
496	Audi A6	190.0	8.2	26	22.7	399900	2014	4.0	2.0
497	Mitsubishi ASX	117.0	11.4	17	17.5	179900	2016	5.0	1.6
498	Mercedes E220	170.0	8.7	39	22.2	429900	2015	4.0	2.2
499	Mercedes E220	170.0	9.0	443	16.4	159900	2010	5.0	2.2
500	VW Passat	140.0	10.0	110	19.2	239800	2014	5.0	2.0
501	Seat Alhambra	136.0	10.266262975778547	120	17.9	299900	2011	5.0	2.0
502	Peugeot 508	120.0	11.3	14	27.0	289900	2017	5.0	1.6
503	Mercedes GLC220	170.0	8.3	6	20.0	709900	2016	5.0	2.2
504	VW Golf	125.0	9.5	25	19.6	244900	2017	5.0	1.4
505	Ford Mondeo	150.0	10.0	41	20.4	329900	2015	5.0	2.0
506	Nissan Juke	115.0	10.8	13	17.5	174900	2016	5.0	1.2
507	Citroën C4	110.0	12.4	203	21.3	34900	2007	5.0	1.6
508	Audi A6	240.0	7.0	162	14.1	222000	2010	5.0	3.0
509	Skoda Octavia	150.0	8.7	105	22.2	259900	2016	5.0	2.0
510	Mazda 6	120.0	11.7	149	14.3	108000	2009	5.0	1.8
511	Nissan Qashqai	130.0	11.1	5	20.4	319900	2017	5.0	1.6
512	Citroën DS5	163.0	10.1	45	16.9	209900	2013	5.0	2.0
513	Mercedes GLA220	177.0	7.7	6	20.8	529900	2017	5.0	2.2
514	VW Golf	122.0	9.3	42	20.0	194900	2015	5.0	1.4
515	Renault Megane	100.0	12.6	7	18.5	204900	2017	5.0	1.2
516	Peugeot 308	114.0	11.4	151	26.3	89900	2013	5.0	1.6
517	Nissan Juke	115.0	10.8	11	17.5	169900	2016	5.0	1.2
518	Seat Toledo	105.0	10.3	71	20.0	119800	2013	5.0	1.2
519	Audi A6	210.0	8.2	169	11.4	129900	2007	5.0	2.8
520	Mercedes GLK220	170.0	8.7	72	17.9	449900	2013	5.0	2.2
521	Land Rover	240.0	7.6	32	11.5	649900	2013	5.0	2.0
522	BMW 535d	313.0	5.5	186	16.1	499900	2012	5.0	3.0
523	Nissan Micra	90.0	12.1	6	21.7	184800	2017	5.0	0.9
524	Renault Laguna	110.0	12.1	184	20.4	69800	2009	5.0	1.5
525	Kia Ceed	105.0	12.4	86	17.2	118680	2012	5.0	1.4
526	Renault Scenic	110.0	12.4	11	25.0	269900	2017	5.0	1.5
527	BMW 520d	190.0	8.2	115	19.6	439900	2015	5.0	2.0
528	Opel Meriva	100.0	13.9	68	17.5	119900	2013	5.0	1.4
529	Peugeot 308	120.0	9.7	9	31.3	209900	2017	5.0	1.6
530	Nissan Qashqai	110.0	12.4	18	26.3	269900	2017	5.0	1.5
531	Jaguar XF	340.0	5.9	66	10.8	519900	2015	4.0	3.0
532	Peugeot 308	92.0	12.8	114	27.8	109800	2013	5.0	1.6
533	Renault Grand	130.0	11.4	10	16.4	264900	2017	5.0	1.2
534	Maserati Ghibli	275.0	6.3	48	16.7	995800	2014	4.0	3.0
535	Mini Cooper	192.0	6.7	50	19.2	349900	2014	3.0	2.0
536	VW Passat	105.0	12.5	147	23.3	152800	2013	5.0	1.6
537	Ford S	150.0	10.8	15	18.5	339700	2016	5.0	2.0
538	Opel Insignia	136.0	10.5	9	19.6	389900	2018	5.0	1.6
539	VW Touran	105.0	12.8	134	21.7	249800	2015	5.0	1.6
540	BMW M3	420.0	5.1	88	8.7	240000	2010	2.0	4.0
541	Ford Focus	150.0	9.7	8	22.7	269900	2017	5.0	2.0
542	Mercedes CLA200	136.0	9.2	45	24.4	344900	2016	5.0	2.2
543	Citroën C1	68.0	13.7	105	22.2	39900	2012	5.0	1.0
544	Peugeot 308	120.0	10.1	79	31.3	179800	2015	5.0	1.6
545	Hyundai i30	110.0	11.0	12	26.3	204000	2017	5.0	1.6
546	Mercedes 190	160.0	10.266262975778547	41	19.92199619113573	100000	1988	4.0	2.6
547	Mercedes CLA200	136.0	9.5	21	23.8	344900	2017	4.0	2.2
548	Mercedes E350	258.0	5.9	12	19.2	719900	2017	4.0	3.0
549	Mercedes CLA200	136.0	9.8	17	25.0	384900	2016	4.0	2.2
550	Toyota Aygo	68.0	14.2	84	23.3	44900	2012	5.0	1.0
551	Fiat 500L	85.0	14.9	44	23.8	109700	2014	5.0	1.3
552	Volvo S90	190.0	8.2	16	22.7	677777	2017	4.0	2.0
553	Suzuki S	120.0	11.0	32	18.5	154900	2016	5.0	1.6
554	Ford Kuga	150.0	10.1	25	21.3	319900	2017	5.0	2.0
555	Hyundai i30	120.0	11.1	10	20.0	199000	2017	5.0	1.0
556	VW Passat	105.0	12.5	55	22.7	229800	2014	5.0	1.6
557	Mercedes E220	170.0	10.266262975778547	32	19.6	399900	2012	2.0	2.2
558	Hyundai i30	110.0	11.8	105	23.8	119900	2013	5.0	1.6
559	Mercedes E220	194.0	7.7	25	23.8	564900	2017	5.0	2.0
560	VW Passat	105.0	12.5	55	22.7	229800	2014	5.0	1.6
561	Mercedes E220	170.0	10.266262975778547	32	19.6	399900	2012	2.0	2.2
562	Hyundai i30	110.0	11.8	105	23.8	119900	2013	5.0	1.6
563	Mercedes E220	194.0	7.7	25	23.8	564900	2017	5.0	2.0
564	Kia Ceed	100.0	13.5	67	16.4	154800	2015	5.0	1.4
565	Mercedes C180	156.0	8.2	37	20.0	319900	2015	4.0	1.6
566	Alfa Romeo	175.0	7.8	25	23.3	259900	2016	5.0	2.0
567	Citroën Berlingo	110.0	12.5	95	18.9	99900	2010	5.0	1.6
568	Mercedes C300	245.0	5.9	31	15.2	524900	2017	4.0	2.0
569	VW The	105.0	10.9	21	18.5	209000	2016	2.0	1.2
570	Volvo V70	215.0	8.0	114	16.1	379900	2014	5.0	2.4
571	Mazda 6	150.0	10.0	15	20.4	359800	2016	5.0	2.2
572	Opel Insignia	130.0	11.6	113	19.6	114800	2011	5.0	2.0
573	Skoda Octavia	140.0	8.5	51	18.9	199900	2014	5.0	1.4
574	Mercedes E220	194.0	7.3	12	25.6	599900	2017	4.0	2.0
575	Ford Focus	163.0	9.1	119	19.2	174900	2014	5.0	2.0
576	Alfa Romeo	170.0	7.8	13	18.2	219900	2016	5.0	1.4
577	Fiat Grande	77.0	13.2	155	16.9	37800	2008	5.0	1.4
578	Kia Ceed	100.0	13.5	48	16.4	159900	2013	5.0	1.4
579	Audi A4	143.0	9.7	145	16.9	199900	2011	5.0	2.0
580	Mercedes E220	194.0	7.7	5	23.8	584900	2017	5.0	2.0
581	Nissan Qashqai	130.0	10.5	51	22.7	219900	2014	5.0	1.6
582	Opel Corsa	90.0	11.9	15	22.7	139900	2016	5.0	1.0
583	Audi A4	136.0	9.7	154	20.4	156900	2010	5.0	2.0
584	Hyundai i30	120.0	11.1	5	20.4	169000	2017	5.0	1.0
585	BMW 520d	184.0	8.2	113	20.4	369900	2013	5.0	2.0
586	Mercedes C300	245.0	6.4	10	14.9	814900	2016	2.0	2.0
587	Mercedes C300	245.0	6.4	6	14.9	784900	2016	2.0	2.0
588	Mercedes C300	245.0	6.4	17	14.9	799900	2016	2.0	2.0
589	Mercedes C300	245.0	6.4	15	14.9	839900	2017	2.0	2.0
590	Volvo V60	190.0	7.7	20	22.7	379800	2017	5.0	2.0
591	Audi A7	245.0	6.3	93	16.7	449800	2010	5.0	3.0
592	Nissan Qashqai	115.0	12.0	134	14.9	109900	2009	5.0	1.6
593	BMW 116d	116.0	10.3	100	23.3	199900	2013	5.0	2.0
594	BMW 320d	190.0	7.6	45	23.3	319900	2016	5.0	2.0
595	Porsche Cayenne	382.0	5.7	45	12.0	1150000	2014	5.0	4.2
596	BMW 325i	218.0	7.0	168	11.9	149900	2006	4.0	2.5
597	Renault Grand	180.0	9.6	186	10.6	99900	2006	5.0	3.0
598	VW Golf	170.0	8.1	206	18.5	189900	2010	5.0	2.0
599	BMW 520d	184.0	8.1	202	21.3	269000	2013	4.0	2.0
600	VW Golf	250.0	6.2	146	10.2	239900	2006	5.0	3.2
601	BMW 318d	143.0	9.0	103	23.3	229900	2014	4.0	2.0
602	BMW 320d	177.0	8.3	179	17.9	199900	2009	5.0	2.0
603	BMW 320d	184.0	7.6	61	21.3	359900	2014	5.0	2.0
604	Audi A3	122.0	9.3	77	20.0	254800	2013	5.0	1.4
605	Audi A4	170.0	8.3	58	16.4	269900	2014	5.0	1.8
606	VW Sharan	150.0	10.9	109	13.9	269600	2012	5.0	1.4
607	VW Passat	150.0	8.6	41	19.6	304900	2016	5.0	1.4
608	VW Golf	150.0	8.9	91	23.8	199900	2014	5.0	2.0
609	Audi A1	95.0	11.1	27	23.8	168900	2016	5.0	1.0
610	VW Golf	122.0	9.5	96	16.1	124900	2011	5.0	1.4
611	Volvo S60	190.0	7.2	21	17.9	359400	2017	4.0	2.0
612	Mercedes E220	194.0	7.3	13	25.6	584900	2016	4.0	2.0
613	Audi A4	190.0	7.7	257	15.1	139400	2008	4.0	2.7
614	Mercedes E220	170.0	8.5	149	22.2	399900	2015	2.0	2.2
615	Nissan Qashqai	141.0	10.7	122	13.2	169900	2011	5.0	2.0
616	Peugeot 308	120.0	11.5	103	15.6	99800	2011	5.0	1.6
617	Mercedes GLA220	170.0	8.3	59	20.4	369900	2014	5.0	2.2
618	VW Golf	160.0	8.4	58	15.9	319900	2014	2.0	1.4
619	Suzuki Grand	94.0	14.5	116	12.5	59900	2004	3.0	1.6
620	Volvo V60	181.0	7.6	132	23.3	289900	2015	5.0	2.0
621	Audi A6	190.0	8.5	30	22.7	499900	2016	5.0	2.0
622	VW Up	90.0	9.9	8	22.7	149900	2017	5.0	1.0
623	Citroën C3	70.0	15.4	212	22.7	29900	2009	5.0	1.4
624	Ford S	163.0	10.2	146	16.7	269900	2014	5.0	2.0
625	Mercedes C250	204.0	7.4	78	19.6	329900	2012	5.0	2.2
626	Audi A6	240.0	7.0	189	14.1	199900	2009	5.0	3.0
627	Opel Astra	101.0	12.0	171	14.1	24900	2003	5.0	1.6
628	Ford Mondeo	163.0	9.8	139	19.2	199900	2014	5.0	2.0
629	Volvo V60	190.0	7.7	16	22.7	446700	2017	5.0	2.0
630	BMW 120d	177.0	8.2	60	18.2	3499	2012	2.0	2.0
631	VW Golf	122.0	9.7	63	19.6	219900	2015	5.0	1.4
632	VW Golf	140.0	8.4	26	18.9	209900	2014	5.0	1.4
633	Toyota Auris	132.0	10.0	51	16.4	169800	2013	5.0	1.6
634	VW Golf	110.0	11.3	87	25.6	209900	2015	5.0	1.6
635	Honda CR	155.0	10.0	73	13.9	259900	2014	5.0	2.0
636	Peugeot 308	150.0	8.9	93	24.4	219800	2015	5.0	2.0
637	Porsche 911	355.0	4.8	99	8.6	374900	2007	2.0	3.8
638	VW Touareg	245.0	7.6	59	13.9	599900	2014	5.0	3.0
639	VW Passat	170.0	8.8	117	19.2	239900	2013	5.0	2.0
640	BMW 320d	163.0	8.2	89	23.3	289900	2014	5.0	2.0
641	BMW 650i	407.0	4.9	79	8.8	290000	2011	2.0	4.4
642	Mercedes E250	204.0	7.8	112	18.5	399900	2014	5.0	2.2
643	Citroën Grand	112.0	13.5	210	19.2	89900	2012	5.0	1.6
644	Audi Q5	240.0	6.5	208	13.3	299900	2008	5.0	3.0
645	Peugeot 407	136.0	11.2	126	11.4	54900	2006	5.0	2.0
646	Opel Astra	100.0	14.5	38	17.5	159800	2014	5.0	1.4
647	Audi A5	211.0	7.3	124	13.0	399900	2011	2.0	2.0
648	Suzuki Alto	68.0	14.0	89	24.4	42500	2013	5.0	1.0
649	Volvo XC90	225.0	7.8	31	17.2	839800	2016	5.0	2.0
650	Hyundai i40	136.0	12.0	39	17.9	248900	2011	5.0	1.7
651	Honda Civic	120.0	10.8	14	27.0	189800	2015	5.0	1.6
652	Toyota Aygo	69.0	14.0	29	26.3	89900	2016	5.0	1.0
653	Citroën DS3	82.0	12.3	75	22.2	83000	2013	3.0	1.2
654	Opel Antara	140.0	11.9	125	10.4	94999	2008	5.0	2.4
655	Mercedes E350	258.0	6.9	85	18.9	559800	2014	5.0	3.0
656	Ford Fiesta	90.0	12.3	130	27.0	54999	2010	5.0	1.6
657	Renault Scenic	110.0	13.4	124	20.0	99600	2011	5.0	1.5
658	Ford Fiesta	90.0	12.3	130	27.0	54999	2010	5.0	1.6
659	Renault Scenic	110.0	13.4	124	20.0	99600	2011	5.0	1.5
660	VW Touran	140.0	9.9	125	17.5	189800	2011	5.0	2.0
661	Mercedes C220	170.0	8.1	155	20.0	249800	2012	4.0	2.2
662	Mercedes C220	170.0	8.4	140	22.7	259800	2013	4.0	2.2
663	Saab 9	210.0	8.8	83	12.3	249900	2011	5.0	2.0
664	Land Rover	272.0	9.2	174	9.0	389900	2010	5.0	3.6
665	Citroën C3	70.0	16.2	193	27.8	44999	2012	5.0	1.4
666	Mercedes C220	170.0	7.8	142	23.3	369800	2015	4.0	2.2
667	Hyundai i10	86.0	12.3	80	21.7	64900	2011	5.0	1.2
668	Peugeot 5008	114.0	12.9	70	21.3	199900	2014	5.0	1.6
669	Ford Focus	109.0	11.1	133	22.7	66900	2010	5.0	1.6
670	Kia Ceed	100.0	12.8	79	17.9	124800	2014	5.0	1.4
671	Kia Picanto	69.0	14.4	36	23.8	59900	2014	3.0	1.0
672	Mercedes C220	170.0	7.8	99	22.7	369800	2014	4.0	2.2
674	Toyota Aygo	69.0	14.0	21	26.3	74900	2015	5.0	1.0
675	Renault Captur	90.0	12.9	109	20.4	128900	2013	5.0	0.9
676	VW New	102.0	11.6	139	13.3	74900	2007	2.0	1.6
677	Audi A4	177.0	8.1	119	20.4	319800	2014	5.0	2.0
678	Chevrolet Spark	82.0	12.1	114	20.0	44800	2011	5.0	1.2
679	Audi A4	177.0	8.1	131	20.4	279800	2014	5.0	2.0
680	Audi A5	211.0	6.6	146	13.3	279800	2010	5.0	2.0
681	Seat Leon	160.0	7.8	104	15.2	159999	2011	5.0	1.8
682	Mercedes C220	170.0	7.8	115	22.7	399800	2015	4.0	2.2
683	Renault Megane	110.0	12.1	109	23.8	119900	2013	5.0	1.5
684	Hyundai Sonata	140.0	11.6	324	16.4	34900	2006	4.0	2.0
685	Volvo V60	215.0	7.5	114	21.7	299900	2015	5.0	2.4
686	Ford B	100.0	13.2	76	20.4	134900	2013	5.0	1.0
687	Audi A3	150.0	8.3	87	22.2	274900	2014	5.0	2.0
688	Mazda 3	120.0	10.4	47	17.9	189990	2014	5.0	2.0
689	Opel Corsa	207.0	6.9	5	13.3	284800	2017	3.0	1.6
690	Audi A6	190.0	8.5	106	21.7	399900	2014	5.0	2.0
691	Skoda Octavia	150.0	8.6	115	22.2	179900	2014	5.0	2.0
692	Mercedes S350	258.0	6.8	126	17.9	995900	2014	4.0	3.0
693	Honda Civic	120.0	10.4	35	25.6	189900	2016	5.0	1.6
694	Skoda Octavia	184.0	8.2	139	20.0	269900	2014	5.0	2.0
695	Audi A3	150.0	8.9	24	20.4	339900	2016	2.0	1.4
696	VW Golf	125.0	9.1	12	20.0	229900	2016	5.0	1.4
697	Mini Cooper	122.0	9.1	78	18.5	149900	2010	3.0	1.6
698	Mercedes CLS350	265.0	6.7	186	15.2	479900	2012	5.0	3.0
699	Volvo V40	122.0	10.5	179	12.8	44900	2004	5.0	1.8
700	VW Golf	122.0	9.7	22	18.9	204900	2015	5.0	1.4
701	Audi A6	177.0	8.5	67	19.6	359900	2014	5.0	2.0
702	Ford C	125.0	11.4	19	19.6	234900	2017	5.0	1.0
703	BMW X5	450.0	5.0	65	10.4	799900	2014	5.0	4.4
704	Toyota Yaris	100.0	12.0	39	19.92199619113573	139900	2016	5.0	1.5
705	BMW 120d	184.0	7.1	116	23.8	284900	2014	5.0	2.0
706	Opel Adam	87.0	12.5	43	19.6	109800	2013	3.0	1.4
707	Renault Grand	110.0	12.0	58	13.0	134900	2011	5.0	1.6
708	Hyundai i30	110.0	11.8	93	23.8	105900	2013	5.0	1.6
709	Opel Meriva	120.0	11.5	124	17.9	99900	2013	5.0	1.4
710	Fiat 500	105.0	10.0	23	23.8	149700	2016	3.0	0.9
711	VW Touran	140.0	9.9	124	20.8	199900	2014	5.0	2.0
712	Mazda 6	192.0	7.9	107	15.9	259900	2014	4.0	2.5
713	Citroën C5	163.0	9.3	125	19.6	169900	2014	5.0	2.0
714	Toyota Verso	147.0	10.4	10	14.9	264900	2017	5.0	1.8
715	Maserati Quattroporte	430.0	5.4	118	6.4	629900	2008	4.0	4.7
716	VW Touran	150.0	9.3	20	21.7	319800	2017	5.0	2.0
717	Nissan Qashqai	115.0	10.6	8	17.2	269900	2017	5.0	1.2
718	Hyundai i20	100.0	10.9	4	22.2	179900	2017	5.0	1.0
719	Opel Insignia	180.0	9.3	164	12.7	119900	2009	5.0	1.6
720	Opel Astra	105.0	11.2	10	22.7	194500	2017	5.0	1.0
721	VW Polo	95.0	10.5	66	24.4	129900	2017	5.0	1.0
722	Ford Mondeo	150.0	9.5	66	23.8	249800	2015	5.0	2.0
723	Toyota Auris	116.0	10.1	10	21.3	189500	2015	5.0	1.2
724	VW Golf	122.0	9.5	108	16.7	166500	2012	5.0	1.4
725	Toyota Avensis	150.0	9.3	211	16.9	69800	2007	4.0	2.2
726	Skoda Rapid	122.0	9.5	116	18.5	149900	2013	5.0	1.4
727	Toyota Verso	147.0	10.4	10	14.9	259800	2016	5.0	1.8
728	Hyundai i20	84.0	13.1	32	21.3	124700	2015	5.0	1.2
729	Mazda 6	165.0	9.1	21	16.7	274900	2017	5.0	2.0
730	Ford Focus	125.0	11.5	77	19.6	149900	2013	5.0	1.0
731	Fiat 500C	69.0	12.9	74	21.3	94900	2013	2.0	1.2
732	Ford Focus	115.0	11.0	157	23.8	114500	2011	5.0	1.6
734	Suzuki Vitara	120.0	11.5	48	18.9	164900	2015	5.0	1.6
735	Opel Tigra	90.0	12.4	66	16.4	59900	2005	2.0	1.4
736	Nissan Qashqai	110.0	12.4	65	19.2	149900	2011	5.0	1.5
737	Renault Talisman	110.0	12.2	16	27.0	269500	2017	5.0	1.5
738	Renault Talisman	110.0	12.2	16	27.0	269500	2017	5.0	1.5
739	Skoda Citigo	60.0	14.4	45	22.2	79800	2014	5.0	1.0
740	Audi A6	313.0	5.1	119	15.6	549800	2013	4.0	3.0
741	Toyota Avensis	124.0	10.0	101	21.7	169900	2013	5.0	2.0
742	VW Polo	105.0	9.7	40	18.9	129900	2011	5.0	1.2
743	Mazda 6	165.0	9.1	12	16.7	274900	2017	5.0	2.0
744	Hyundai i30	110.0	11.5	83	27.0	124700	2014	5.0	1.6
